filename,clsname
leather/train/good/144.png,leather
leather/train/good/105.png,leather
leather/train/good/243.png,leather
leather/train/good/048.png,leather
leather/train/good/043.png,leather
leather/train/good/186.png,leather
leather/train/good/000.png,leather
leather/train/good/217.png,leather
leather/train/good/005.png,leather
leather/train/good/214.png,leather
leather/train/good/175.png,leather
leather/train/good/172.png,leather
leather/train/good/156.png,leather
leather/train/good/080.png,leather
leather/train/good/244.png,leather
leather/train/good/110.png,leather
leather/train/good/141.png,leather
leather/train/good/083.png,leather
leather/test/poke/012.png,leather
leather/train/good/016.png,leather
leather/train/good/037.png,leather
leather/train/good/074.png,leather
leather/train/good/169.png,leather
leather/train/good/189.png,leather
leather/train/good/062.png,leather
leather/train/good/190.png,leather
leather/test/cut/006.png,leather
leather/train/good/188.png,leather
leather/train/good/185.png,leather
leather/train/good/227.png,leather
leather/train/good/089.png,leather
leather/train/good/097.png,leather
leather/train/good/137.png,leather
leather/train/good/133.png,leather
leather/test/cut/007.png,leather
leather/train/good/233.png,leather
leather/train/good/050.png,leather
leather/train/good/201.png,leather
leather/train/good/115.png,leather
leather/train/good/148.png,leather
leather/train/good/069.png,leather
leather/train/good/184.png,leather
leather/train/good/052.png,leather
leather/train/good/049.png,leather
leather/train/good/166.png,leather
leather/test/poke/002.png,leather
leather/train/good/125.png,leather
leather/train/good/113.png,leather
leather/test/color/012.png,leather
leather/train/good/118.png,leather
leather/train/good/078.png,leather
leather/train/good/087.png,leather
leather/train/good/241.png,leather
leather/test/glue/016.png,leather
leather/train/good/011.png,leather
leather/train/good/002.png,leather
leather/train/good/232.png,leather
leather/train/good/195.png,leather
leather/train/good/239.png,leather
leather/train/good/098.png,leather
leather/train/good/178.png,leather
leather/train/good/100.png,leather
leather/train/good/226.png,leather
leather/train/good/122.png,leather
leather/train/good/101.png,leather
leather/train/good/183.png,leather
leather/train/good/193.png,leather
leather/train/good/238.png,leather
leather/train/good/057.png,leather
leather/train/good/077.png,leather
leather/train/good/107.png,leather
leather/test/glue/011.png,leather
leather/train/good/236.png,leather
leather/train/good/124.png,leather
leather/train/good/073.png,leather
leather/train/good/076.png,leather
leather/train/good/013.png,leather
leather/train/good/150.png,leather
leather/train/good/008.png,leather
leather/train/good/162.png,leather
leather/train/good/108.png,leather
leather/train/good/117.png,leather
leather/train/good/022.png,leather
leather/train/good/132.png,leather
leather/train/good/142.png,leather
leather/train/good/128.png,leather
leather/train/good/007.png,leather
leather/train/good/046.png,leather
leather/train/good/194.png,leather
leather/train/good/054.png,leather
leather/train/good/029.png,leather
leather/train/good/026.png,leather
leather/train/good/228.png,leather
leather/test/color/002.png,leather
leather/train/good/042.png,leather
leather/test/poke/015.png,leather
leather/test/glue/015.png,leather
leather/train/good/017.png,leather
leather/train/good/015.png,leather
leather/train/good/237.png,leather
leather/train/good/131.png,leather
leather/train/good/167.png,leather
leather/train/good/040.png,leather
leather/train/good/020.png,leather
leather/test/fold/013.png,leather
leather/train/good/163.png,leather
leather/train/good/229.png,leather
leather/train/good/199.png,leather
leather/train/good/126.png,leather
leather/test/glue/005.png,leather
leather/train/good/170.png,leather
leather/train/good/034.png,leather
leather/train/good/210.png,leather
leather/train/good/086.png,leather
leather/train/good/205.png,leather
leather/test/fold/002.png,leather
leather/train/good/159.png,leather
leather/train/good/121.png,leather
leather/train/good/035.png,leather
leather/train/good/196.png,leather
leather/train/good/056.png,leather
leather/test/fold/008.png,leather
leather/train/good/138.png,leather
leather/train/good/059.png,leather
leather/train/good/145.png,leather
leather/train/good/096.png,leather
leather/train/good/134.png,leather
leather/train/good/164.png,leather
leather/train/good/051.png,leather
leather/train/good/242.png,leather
leather/train/good/180.png,leather
leather/train/good/140.png,leather
leather/train/good/038.png,leather
leather/train/good/068.png,leather
leather/train/good/152.png,leather
leather/train/good/004.png,leather
leather/test/glue/014.png,leather
leather/train/good/224.png,leather
leather/train/good/216.png,leather
leather/train/good/027.png,leather
leather/train/good/219.png,leather
leather/train/good/099.png,leather
leather/train/good/235.png,leather
leather/train/good/181.png,leather
leather/train/good/024.png,leather
leather/train/good/111.png,leather
leather/train/good/168.png,leather
leather/train/good/211.png,leather
leather/test/cut/002.png,leather
leather/train/good/147.png,leather
leather/train/good/070.png,leather
leather/train/good/204.png,leather
leather/train/good/081.png,leather
leather/train/good/161.png,leather
leather/train/good/079.png,leather
leather/train/good/102.png,leather
leather/train/good/001.png,leather
leather/train/good/012.png,leather
leather/train/good/123.png,leather
leather/test/poke/006.png,leather
leather/train/good/014.png,leather
leather/train/good/064.png,leather
leather/train/good/072.png,leather
leather/train/good/165.png,leather
leather/train/good/071.png,leather
leather/test/glue/012.png,leather
leather/train/good/129.png,leather
leather/train/good/075.png,leather
leather/train/good/231.png,leather
leather/train/good/234.png,leather
leather/train/good/033.png,leather
leather/test/fold/003.png,leather
leather/train/good/066.png,leather
leather/train/good/221.png,leather
leather/train/good/149.png,leather
leather/train/good/084.png,leather
leather/train/good/091.png,leather
leather/test/glue/010.png,leather
leather/train/good/116.png,leather
leather/train/good/207.png,leather
leather/train/good/032.png,leather
leather/train/good/019.png,leather
leather/train/good/045.png,leather
leather/train/good/055.png,leather
leather/train/good/160.png,leather
leather/train/good/209.png,leather
leather/train/good/136.png,leather
leather/train/good/203.png,leather
leather/train/good/093.png,leather
leather/train/good/223.png,leather
leather/train/good/095.png,leather
leather/train/good/230.png,leather
leather/train/good/213.png,leather
leather/train/good/153.png,leather
leather/train/good/212.png,leather
leather/train/good/061.png,leather
leather/train/good/082.png,leather
hazelnut/train/good/271.png,hazelnut
hazelnut/train/good/275.png,hazelnut
hazelnut/train/good/192.png,hazelnut
hazelnut/test/cut/014.png,hazelnut
hazelnut/train/good/386.png,hazelnut
hazelnut/train/good/249.png,hazelnut
hazelnut/train/good/279.png,hazelnut
hazelnut/train/good/380.png,hazelnut
hazelnut/train/good/127.png,hazelnut
hazelnut/train/good/090.png,hazelnut
hazelnut/train/good/350.png,hazelnut
hazelnut/train/good/060.png,hazelnut
hazelnut/train/good/200.png,hazelnut
hazelnut/train/good/328.png,hazelnut
hazelnut/test/cut/008.png,hazelnut
hazelnut/train/good/006.png,hazelnut
hazelnut/train/good/009.png,hazelnut
hazelnut/train/good/109.png,hazelnut
hazelnut/train/good/303.png,hazelnut
hazelnut/train/good/158.png,hazelnut
hazelnut/train/good/273.png,hazelnut
hazelnut/train/good/146.png,hazelnut
hazelnut/train/good/370.png,hazelnut
hazelnut/train/good/280.png,hazelnut
hazelnut/train/good/372.png,hazelnut
hazelnut/test/crack/013.png,hazelnut
hazelnut/train/good/174.png,hazelnut
hazelnut/train/good/112.png,hazelnut
hazelnut/train/good/143.png,hazelnut
hazelnut/train/good/067.png,hazelnut
hazelnut/train/good/094.png,hazelnut
hazelnut/train/good/389.png,hazelnut
hazelnut/train/good/215.png,hazelnut
hazelnut/train/good/028.png,hazelnut
hazelnut/train/good/179.png,hazelnut
hazelnut/train/good/151.png,hazelnut
hazelnut/train/good/155.png,hazelnut
hazelnut/train/good/191.png,hazelnut
hazelnut/train/good/197.png,hazelnut
hazelnut/train/good/171.png,hazelnut
hazelnut/train/good/023.png,hazelnut
hazelnut/test/print/001.png,hazelnut
hazelnut/train/good/346.png,hazelnut
hazelnut/train/good/177.png,hazelnut
hazelnut/train/good/030.png,hazelnut
hazelnut/train/good/053.png,hazelnut
hazelnut/train/good/385.png,hazelnut
hazelnut/train/good/044.png,hazelnut
hazelnut/train/good/119.png,hazelnut
hazelnut/train/good/103.png,hazelnut
hazelnut/train/good/283.png,hazelnut
hazelnut/train/good/036.png,hazelnut
hazelnut/train/good/130.png,hazelnut
hazelnut/train/good/202.png,hazelnut
hazelnut/train/good/063.png,hazelnut
hazelnut/train/good/365.png,hazelnut
hazelnut/train/good/284.png,hazelnut
hazelnut/train/good/047.png,hazelnut
hazelnut/train/good/299.png,hazelnut
hazelnut/train/good/104.png,hazelnut
hazelnut/train/good/088.png,hazelnut
hazelnut/train/good/085.png,hazelnut
hazelnut/train/good/041.png,hazelnut
hazelnut/train/good/264.png,hazelnut
hazelnut/train/good/362.png,hazelnut
hazelnut/train/good/206.png,hazelnut
hazelnut/train/good/318.png,hazelnut
hazelnut/train/good/120.png,hazelnut
hazelnut/train/good/176.png,hazelnut
hazelnut/train/good/003.png,hazelnut
hazelnut/test/cut/001.png,hazelnut
hazelnut/train/good/092.png,hazelnut
hazelnut/train/good/251.png,hazelnut
hazelnut/train/good/334.png,hazelnut
hazelnut/train/good/021.png,hazelnut
hazelnut/train/good/326.png,hazelnut
hazelnut/train/good/276.png,hazelnut
hazelnut/train/good/010.png,hazelnut
hazelnut/train/good/157.png,hazelnut
hazelnut/train/good/240.png,hazelnut
hazelnut/train/good/331.png,hazelnut
hazelnut/train/good/106.png,hazelnut
hazelnut/train/good/173.png,hazelnut
hazelnut/train/good/208.png,hazelnut
hazelnut/train/good/198.png,hazelnut
hazelnut/train/good/187.png,hazelnut
hazelnut/train/good/058.png,hazelnut
hazelnut/train/good/225.png,hazelnut
hazelnut/train/good/292.png,hazelnut
hazelnut/train/good/250.png,hazelnut
hazelnut/train/good/154.png,hazelnut
hazelnut/train/good/139.png,hazelnut
hazelnut/train/good/039.png,hazelnut
hazelnut/train/good/344.png,hazelnut
hazelnut/train/good/025.png,hazelnut
hazelnut/train/good/357.png,hazelnut
hazelnut/test/hole/006.png,hazelnut
hazelnut/train/good/018.png,hazelnut
hazelnut/train/good/218.png,hazelnut
hazelnut/train/good/182.png,hazelnut
hazelnut/train/good/220.png,hazelnut
hazelnut/train/good/286.png,hazelnut
hazelnut/train/good/114.png,hazelnut
hazelnut/train/good/065.png,hazelnut
hazelnut/train/good/298.png,hazelnut
hazelnut/train/good/289.png,hazelnut
hazelnut/train/good/031.png,hazelnut
hazelnut/test/crack/014.png,hazelnut
hazelnut/train/good/336.png,hazelnut
hazelnut/train/good/252.png,hazelnut
hazelnut/train/good/222.png,hazelnut
hazelnut/train/good/310.png,hazelnut
hazelnut/train/good/260.png,hazelnut
hazelnut/train/good/135.png,hazelnut
hazelnut/train/good/144.png,hazelnut
hazelnut/train/good/105.png,hazelnut
hazelnut/train/good/259.png,hazelnut
hazelnut/train/good/243.png,hazelnut
hazelnut/train/good/048.png,hazelnut
hazelnut/train/good/330.png,hazelnut
hazelnut/train/good/301.png,hazelnut
hazelnut/train/good/043.png,hazelnut
hazelnut/train/good/351.png,hazelnut
hazelnut/train/good/186.png,hazelnut
hazelnut/train/good/000.png,hazelnut
hazelnut/train/good/217.png,hazelnut
hazelnut/test/hole/005.png,hazelnut
hazelnut/train/good/005.png,hazelnut
hazelnut/train/good/214.png,hazelnut
hazelnut/train/good/175.png,hazelnut
hazelnut/train/good/172.png,hazelnut
hazelnut/train/good/156.png,hazelnut
hazelnut/train/good/080.png,hazelnut
hazelnut/train/good/244.png,hazelnut
hazelnut/train/good/110.png,hazelnut
hazelnut/train/good/141.png,hazelnut
hazelnut/train/good/265.png,hazelnut
hazelnut/train/good/083.png,hazelnut
hazelnut/train/good/016.png,hazelnut
hazelnut/train/good/037.png,hazelnut
hazelnut/train/good/074.png,hazelnut
hazelnut/train/good/169.png,hazelnut
hazelnut/train/good/189.png,hazelnut
hazelnut/train/good/335.png,hazelnut
hazelnut/train/good/062.png,hazelnut
hazelnut/train/good/374.png,hazelnut
hazelnut/train/good/190.png,hazelnut
hazelnut/train/good/373.png,hazelnut
hazelnut/test/cut/006.png,hazelnut
hazelnut/train/good/188.png,hazelnut
hazelnut/test/print/005.png,hazelnut
hazelnut/train/good/185.png,hazelnut
hazelnut/train/good/267.png,hazelnut
hazelnut/train/good/227.png,hazelnut
hazelnut/train/good/089.png,hazelnut
hazelnut/train/good/268.png,hazelnut
hazelnut/train/good/368.png,hazelnut
hazelnut/train/good/247.png,hazelnut
hazelnut/train/good/097.png,hazelnut
hazelnut/train/good/137.png,hazelnut
hazelnut/train/good/133.png,hazelnut
hazelnut/test/cut/007.png,hazelnut
hazelnut/train/good/233.png,hazelnut
hazelnut/train/good/050.png,hazelnut
hazelnut/train/good/201.png,hazelnut
hazelnut/train/good/115.png,hazelnut
hazelnut/train/good/358.png,hazelnut
hazelnut/train/good/148.png,hazelnut
hazelnut/train/good/287.png,hazelnut
hazelnut/test/hole/012.png,hazelnut
hazelnut/test/hole/009.png,hazelnut
hazelnut/train/good/069.png,hazelnut
hazelnut/train/good/184.png,hazelnut
hazelnut/train/good/052.png,hazelnut
hazelnut/train/good/049.png,hazelnut
hazelnut/train/good/369.png,hazelnut
hazelnut/train/good/166.png,hazelnut
hazelnut/train/good/352.png,hazelnut
hazelnut/test/print/015.png,hazelnut
hazelnut/train/good/125.png,hazelnut
hazelnut/train/good/113.png,hazelnut
hazelnut/test/cut/015.png,hazelnut
hazelnut/train/good/354.png,hazelnut
hazelnut/train/good/319.png,hazelnut
hazelnut/train/good/118.png,hazelnut
hazelnut/test/hole/003.png,hazelnut
hazelnut/train/good/078.png,hazelnut
hazelnut/train/good/087.png,hazelnut
hazelnut/train/good/241.png,hazelnut
hazelnut/train/good/342.png,hazelnut
hazelnut/test/crack/015.png,hazelnut
hazelnut/train/good/274.png,hazelnut
hazelnut/train/good/254.png,hazelnut
hazelnut/train/good/011.png,hazelnut
hazelnut/train/good/322.png,hazelnut
hazelnut/test/print/014.png,hazelnut
hazelnut/train/good/002.png,hazelnut
hazelnut/train/good/232.png,hazelnut
hazelnut/train/good/195.png,hazelnut
hazelnut/train/good/239.png,hazelnut
hazelnut/test/crack/003.png,hazelnut
hazelnut/train/good/098.png,hazelnut
hazelnut/test/crack/010.png,hazelnut
hazelnut/train/good/178.png,hazelnut
hazelnut/train/good/382.png,hazelnut
hazelnut/train/good/309.png,hazelnut
hazelnut/test/cut/004.png,hazelnut
hazelnut/train/good/100.png,hazelnut
hazelnut/train/good/226.png,hazelnut
hazelnut/train/good/122.png,hazelnut
hazelnut/train/good/294.png,hazelnut
hazelnut/train/good/338.png,hazelnut
hazelnut/train/good/101.png,hazelnut
hazelnut/test/print/010.png,hazelnut
hazelnut/train/good/312.png,hazelnut
hazelnut/test/hole/001.png,hazelnut
hazelnut/test/cut/003.png,hazelnut
hazelnut/train/good/371.png,hazelnut
hazelnut/train/good/258.png,hazelnut
hazelnut/train/good/377.png,hazelnut
hazelnut/train/good/183.png,hazelnut
hazelnut/train/good/193.png,hazelnut
hazelnut/train/good/238.png,hazelnut
hazelnut/train/good/323.png,hazelnut
hazelnut/train/good/057.png,hazelnut
hazelnut/train/good/314.png,hazelnut
hazelnut/train/good/366.png,hazelnut
hazelnut/train/good/077.png,hazelnut
hazelnut/train/good/107.png,hazelnut
hazelnut/test/print/016.png,hazelnut
hazelnut/train/good/302.png,hazelnut
hazelnut/train/good/236.png,hazelnut
hazelnut/train/good/124.png,hazelnut
hazelnut/train/good/073.png,hazelnut
hazelnut/test/cut/013.png,hazelnut
hazelnut/test/hole/016.png,hazelnut
hazelnut/train/good/076.png,hazelnut
hazelnut/train/good/297.png,hazelnut
hazelnut/train/good/013.png,hazelnut
hazelnut/train/good/285.png,hazelnut
hazelnut/train/good/150.png,hazelnut
hazelnut/train/good/363.png,hazelnut
hazelnut/train/good/293.png,hazelnut
hazelnut/train/good/008.png,hazelnut
hazelnut/train/good/262.png,hazelnut
hazelnut/train/good/246.png,hazelnut
hazelnut/train/good/340.png,hazelnut
hazelnut/train/good/162.png,hazelnut
hazelnut/train/good/270.png,hazelnut
hazelnut/train/good/108.png,hazelnut
hazelnut/train/good/117.png,hazelnut
hazelnut/train/good/257.png,hazelnut
hazelnut/train/good/306.png,hazelnut
hazelnut/train/good/022.png,hazelnut
hazelnut/train/good/132.png,hazelnut
hazelnut/train/good/142.png,hazelnut
hazelnut/train/good/128.png,hazelnut
hazelnut/train/good/007.png,hazelnut
hazelnut/train/good/046.png,hazelnut
hazelnut/train/good/245.png,hazelnut
hazelnut/train/good/194.png,hazelnut
hazelnut/train/good/054.png,hazelnut
hazelnut/train/good/029.png,hazelnut
hazelnut/train/good/026.png,hazelnut
hazelnut/train/good/253.png,hazelnut
hazelnut/train/good/228.png,hazelnut
hazelnut/train/good/042.png,hazelnut
hazelnut/test/print/002.png,hazelnut
hazelnut/train/good/348.png,hazelnut
hazelnut/train/good/324.png,hazelnut
hazelnut/train/good/364.png,hazelnut
hazelnut/train/good/017.png,hazelnut
hazelnut/train/good/015.png,hazelnut
hazelnut/train/good/237.png,hazelnut
hazelnut/train/good/376.png,hazelnut
hazelnut/train/good/131.png,hazelnut
hazelnut/test/cut/005.png,hazelnut
hazelnut/train/good/167.png,hazelnut
hazelnut/train/good/040.png,hazelnut
hazelnut/train/good/020.png,hazelnut
hazelnut/train/good/355.png,hazelnut
hazelnut/train/good/163.png,hazelnut
hazelnut/train/good/359.png,hazelnut
hazelnut/train/good/229.png,hazelnut
hazelnut/train/good/321.png,hazelnut
hazelnut/train/good/199.png,hazelnut
hazelnut/test/hole/013.png,hazelnut
hazelnut/train/good/126.png,hazelnut
hazelnut/train/good/388.png,hazelnut
hazelnut/train/good/170.png,hazelnut
hazelnut/train/good/034.png,hazelnut
hazelnut/train/good/361.png,hazelnut
hazelnut/train/good/291.png,hazelnut
hazelnut/train/good/304.png,hazelnut
hazelnut/train/good/210.png,hazelnut
hazelnut/train/good/086.png,hazelnut
hazelnut/train/good/205.png,hazelnut
hazelnut/train/good/159.png,hazelnut
hazelnut/train/good/121.png,hazelnut
hazelnut/train/good/035.png,hazelnut
hazelnut/train/good/196.png,hazelnut
hazelnut/train/good/056.png,hazelnut
hazelnut/train/good/345.png,hazelnut
hazelnut/train/good/138.png,hazelnut
hazelnut/train/good/256.png,hazelnut
hazelnut/train/good/059.png,hazelnut
hazelnut/train/good/145.png,hazelnut
hazelnut/train/good/096.png,hazelnut
hazelnut/train/good/134.png,hazelnut
hazelnut/train/good/347.png,hazelnut
hazelnut/train/good/311.png,hazelnut
hazelnut/train/good/349.png,hazelnut
hazelnut/train/good/164.png,hazelnut
hazelnut/train/good/051.png,hazelnut
hazelnut/train/good/383.png,hazelnut
hazelnut/train/good/356.png,hazelnut
hazelnut/train/good/242.png,hazelnut
hazelnut/train/good/272.png,hazelnut
hazelnut/train/good/180.png,hazelnut
hazelnut/train/good/140.png,hazelnut
hazelnut/train/good/339.png,hazelnut
hazelnut/test/cut/000.png,hazelnut
hazelnut/train/good/320.png,hazelnut
hazelnut/train/good/378.png,hazelnut
hazelnut/train/good/038.png,hazelnut
hazelnut/train/good/341.png,hazelnut
hazelnut/train/good/068.png,hazelnut
hazelnut/train/good/152.png,hazelnut
hazelnut/train/good/290.png,hazelnut
hazelnut/train/good/390.png,hazelnut
hazelnut/train/good/004.png,hazelnut
hazelnut/train/good/224.png,hazelnut
hazelnut/train/good/375.png,hazelnut
hazelnut/train/good/216.png,hazelnut
hazelnut/train/good/329.png,hazelnut
hazelnut/train/good/027.png,hazelnut
hazelnut/train/good/219.png,hazelnut
hazelnut/test/hole/011.png,hazelnut
hazelnut/train/good/099.png,hazelnut
hazelnut/train/good/307.png,hazelnut
hazelnut/train/good/315.png,hazelnut
hazelnut/train/good/235.png,hazelnut
hazelnut/train/good/181.png,hazelnut
hazelnut/train/good/024.png,hazelnut
hazelnut/train/good/111.png,hazelnut
hazelnut/train/good/168.png,hazelnut
hazelnut/train/good/367.png,hazelnut
hazelnut/train/good/325.png,hazelnut
hazelnut/train/good/211.png,hazelnut
hazelnut/test/cut/002.png,hazelnut
hazelnut/train/good/147.png,hazelnut
hazelnut/train/good/070.png,hazelnut
hazelnut/train/good/204.png,hazelnut
hazelnut/train/good/081.png,hazelnut
hazelnut/train/good/161.png,hazelnut
hazelnut/train/good/079.png,hazelnut
hazelnut/train/good/379.png,hazelnut
hazelnut/train/good/261.png,hazelnut
hazelnut/train/good/308.png,hazelnut
hazelnut/train/good/337.png,hazelnut
hazelnut/train/good/102.png,hazelnut
hazelnut/train/good/001.png,hazelnut
hazelnut/train/good/300.png,hazelnut
hazelnut/train/good/012.png,hazelnut
hazelnut/train/good/123.png,hazelnut
hazelnut/test/crack/011.png,hazelnut
hazelnut/train/good/014.png,hazelnut
hazelnut/train/good/064.png,hazelnut
hazelnut/train/good/072.png,hazelnut
hazelnut/train/good/165.png,hazelnut
hazelnut/train/good/266.png,hazelnut
hazelnut/train/good/071.png,hazelnut
hazelnut/train/good/381.png,hazelnut
hazelnut/train/good/316.png,hazelnut
hazelnut/train/good/384.png,hazelnut
hazelnut/train/good/278.png,hazelnut
hazelnut/train/good/129.png,hazelnut
hazelnut/test/cut/011.png,hazelnut
hazelnut/train/good/075.png,hazelnut
hazelnut/train/good/231.png,hazelnut
hazelnut/train/good/269.png,hazelnut
hazelnut/train/good/234.png,hazelnut
hazelnut/train/good/033.png,hazelnut
hazelnut/train/good/066.png,hazelnut
hazelnut/train/good/221.png,hazelnut
hazelnut/train/good/149.png,hazelnut
hazelnut/train/good/084.png,hazelnut
hazelnut/test/print/006.png,hazelnut
hazelnut/train/good/091.png,hazelnut
hazelnut/train/good/116.png,hazelnut
hazelnut/test/print/007.png,hazelnut
hazelnut/train/good/327.png,hazelnut
hazelnut/train/good/332.png,hazelnut
hazelnut/train/good/207.png,hazelnut
hazelnut/train/good/032.png,hazelnut
hazelnut/train/good/282.png,hazelnut
hazelnut/train/good/317.png,hazelnut
hazelnut/train/good/295.png,hazelnut
hazelnut/train/good/296.png,hazelnut
hazelnut/train/good/343.png,hazelnut
hazelnut/train/good/019.png,hazelnut
hazelnut/train/good/045.png,hazelnut
hazelnut/train/good/333.png,hazelnut
hazelnut/test/print/012.png,hazelnut
hazelnut/train/good/055.png,hazelnut
hazelnut/train/good/160.png,hazelnut
hazelnut/train/good/248.png,hazelnut
hazelnut/test/crack/012.png,hazelnut
hazelnut/train/good/209.png,hazelnut
hazelnut/train/good/305.png,hazelnut
hazelnut/train/good/136.png,hazelnut
hazelnut/train/good/203.png,hazelnut
hazelnut/train/good/093.png,hazelnut
hazelnut/train/good/263.png,hazelnut
hazelnut/train/good/281.png,hazelnut
hazelnut/train/good/223.png,hazelnut
hazelnut/train/good/095.png,hazelnut
hazelnut/train/good/230.png,hazelnut
hazelnut/train/good/213.png,hazelnut
hazelnut/train/good/387.png,hazelnut
hazelnut/train/good/360.png,hazelnut
hazelnut/train/good/353.png,hazelnut
hazelnut/train/good/255.png,hazelnut
hazelnut/train/good/153.png,hazelnut
hazelnut/train/good/277.png,hazelnut
hazelnut/train/good/313.png,hazelnut
hazelnut/train/good/288.png,hazelnut
hazelnut/train/good/212.png,hazelnut
hazelnut/train/good/061.png,hazelnut
hazelnut/train/good/082.png,hazelnut
zipper/train/good/192.png,zipper
zipper/test/fabric_interior/015.png,zipper
zipper/train/good/127.png,zipper
zipper/train/good/090.png,zipper
zipper/train/good/060.png,zipper
zipper/train/good/200.png,zipper
zipper/train/good/006.png,zipper
zipper/train/good/009.png,zipper
zipper/train/good/109.png,zipper
zipper/train/good/158.png,zipper
zipper/test/broken_teeth/000.png,zipper
zipper/train/good/146.png,zipper
zipper/train/good/174.png,zipper
zipper/train/good/112.png,zipper
zipper/train/good/143.png,zipper
zipper/train/good/067.png,zipper
zipper/train/good/094.png,zipper
zipper/train/good/215.png,zipper
zipper/train/good/028.png,zipper
zipper/train/good/179.png,zipper
zipper/test/split_teeth/003.png,zipper
zipper/train/good/151.png,zipper
zipper/train/good/155.png,zipper
zipper/train/good/191.png,zipper
zipper/train/good/197.png,zipper
zipper/train/good/171.png,zipper
zipper/train/good/023.png,zipper
zipper/train/good/177.png,zipper
zipper/train/good/030.png,zipper
zipper/train/good/053.png,zipper
zipper/train/good/044.png,zipper
zipper/train/good/119.png,zipper
zipper/train/good/103.png,zipper
zipper/train/good/036.png,zipper
zipper/test/rough/007.png,zipper
zipper/train/good/130.png,zipper
zipper/train/good/202.png,zipper
zipper/train/good/063.png,zipper
zipper/train/good/047.png,zipper
zipper/train/good/104.png,zipper
zipper/train/good/088.png,zipper
zipper/train/good/085.png,zipper
zipper/train/good/041.png,zipper
zipper/train/good/206.png,zipper
zipper/train/good/120.png,zipper
zipper/train/good/176.png,zipper
zipper/train/good/003.png,zipper
zipper/train/good/092.png,zipper
zipper/test/squeezed_teeth/009.png,zipper
zipper/train/good/021.png,zipper
zipper/train/good/010.png,zipper
zipper/train/good/157.png,zipper
zipper/train/good/106.png,zipper
zipper/train/good/173.png,zipper
zipper/train/good/208.png,zipper
zipper/train/good/198.png,zipper
zipper/train/good/187.png,zipper
zipper/train/good/058.png,zipper
zipper/train/good/225.png,zipper
zipper/train/good/154.png,zipper
zipper/train/good/139.png,zipper
zipper/train/good/039.png,zipper
zipper/train/good/025.png,zipper
zipper/train/good/018.png,zipper
zipper/train/good/218.png,zipper
zipper/train/good/182.png,zipper
zipper/train/good/220.png,zipper
zipper/train/good/114.png,zipper
zipper/train/good/065.png,zipper
zipper/train/good/031.png,zipper
zipper/train/good/222.png,zipper
zipper/train/good/135.png,zipper
zipper/train/good/144.png,zipper
zipper/train/good/105.png,zipper
zipper/train/good/048.png,zipper
zipper/train/good/043.png,zipper
zipper/train/good/186.png,zipper
zipper/train/good/000.png,zipper
zipper/train/good/217.png,zipper
zipper/train/good/005.png,zipper
zipper/train/good/214.png,zipper
zipper/train/good/175.png,zipper
zipper/train/good/172.png,zipper
zipper/train/good/156.png,zipper
zipper/train/good/080.png,zipper
zipper/train/good/110.png,zipper
zipper/train/good/141.png,zipper
zipper/train/good/083.png,zipper
zipper/train/good/016.png,zipper
zipper/train/good/037.png,zipper
zipper/train/good/074.png,zipper
zipper/train/good/169.png,zipper
zipper/train/good/189.png,zipper
zipper/train/good/062.png,zipper
zipper/train/good/190.png,zipper
zipper/train/good/188.png,zipper
